,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
20,"City of London, City of London",51.5156177,-0.0919983,Wild & Wood Coffee,51.517279177050824,-0.08828052218493865,Coffee Shop
21,"City of London, City of London",51.5156177,-0.0919983,Ned's Club Downstairs,51.51362231040922,-0.0901448367920373,Lounge
22,"City of London, City of London",51.5156177,-0.0919983,Black Sheep Coffee,51.51455913662866,-0.09460299570341206,Coffee Shop
23,"City of London, City of London",51.5156177,-0.0919983,Sweetings,51.512441662798395,-0.09272347457051053,Seafood Restaurant
24,"City of London, City of London",51.5156177,-0.0919983,Barbecoa,51.513697028045385,-0.09637556943759473,BBQ Joint
25,"City of London, City of London",51.5156177,-0.0919983,Museum of London,51.517565,-0.09685,History Museum
26,"City of London, City of London",51.5156177,-0.0919983,Cecconi's,51.513595363755314,-0.09009868732100629,Italian Restaurant
27,"City of London, City of London",51.5156177,-0.0919983,Le Relais de Venise,51.51472701617397,-0.08652679245633464,French Restaurant
28,"City of London, City of London",51.5156177,-0.0919983,pod,51.51718967082614,-0.08787231097392885,Salad Place
29,"City of London, City of London",51.5156177,-0.0919983,Postman's Park,51.51685979391399,-0.09764256711433734,Park
30,"City of London, City of London",51.5156177,-0.0919983,Bread Street Kitchen,51.513308767544096,-0.09491560239236255,English Restaurant
31,"City of London, City of London",51.5156177,-0.0919983,Kaia,51.513887461990876,-0.0894410654711039,Asian Restaurant
32,"City of London, City of London",51.5156177,-0.0919983,Taylor St Baristas,51.514879,-0.086117,Coffee Shop
33,"City of London, City of London",51.5156177,-0.0919983,Wahaca,51.51403369046022,-0.09555596762757348,Mexican Restaurant
34,"City of London, City of London",51.5156177,-0.0919983,Barbican Highwalk,51.518427051779,-0.09505111975997232,Scenic Lookout
35,"City of London, City of London",51.5156177,-0.0919983,Leon,51.51299987972237,-0.0936693797421579,Restaurant
36,"City of London, City of London",51.5156177,-0.0919983,Barbican Centre,51.51958781702969,-0.09349158207296704,Performing Arts Venue
37,"City of London, City of London",51.5156177,-0.0919983,Pilpel,51.51519526381051,-0.09846207739921972,Falafel Restaurant
38,"City of London, City of London",51.5156177,-0.0919983,Enoteca da Luca,51.51559995090821,-0.09098084918706868,Wine Bar
39,"City of London, City of London",51.5156177,-0.0919983,Koya City,51.512320077429145,-0.09162180003063267,Udon Restaurant
40,"City of London, City of London",51.5156177,-0.0919983,Benugo,51.5170149083038,-0.09126413835980167,Café
41,"City of London, City of London",51.5156177,-0.0919983,The Royal Exchange,51.513694667814285,-0.08735398816951305,Historic Site
42,"City of London, City of London",51.5156177,-0.0919983,Ladurée,51.51332967120695,-0.08750742332519085,Dessert Shop
43,"City of London, City of London",51.5156177,-0.0919983,Nyokee,51.51199079852908,-0.09371891479045343,Café
44,"City of London, City of London",51.5156177,-0.0919983,Guildhall Yard,51.515426082727934,-0.0920614571261829,Plaza
45,"City of London, City of London",51.5156177,-0.0919983,Barbican Concert Hall,51.519632262755046,-0.09366137745382495,Concert Hall
46,"City of London, City of London",51.5156177,-0.0919983,Brigadiers,51.51272137300544,-0.09192158012225396,Indian Restaurant
47,"City of London, City of London",51.5156177,-0.0919983,AllSaints,51.51386105937596,-0.09575267173987265,Clothing Store
48,"City of London, City of London",51.5156177,-0.0919983,Virgin Active,51.517951574944,-0.09765118360519409,Gym / Fitness Center
49,"City of London, City of London",51.5156177,-0.0919983,Coya Angel Court,51.5149821429662,-0.087337601567967,Peruvian Restaurant
50,"City of London, City of London",51.5156177,-0.0919983,Barbican Art Gallery,51.519799557371044,-0.093968703496289,Art Gallery
51,"City of London, City of London",51.5156177,-0.0919983,Barbican Theatre,51.51972176714491,-0.09360561617624982,Theater
52,"City of London, City of London",51.5156177,-0.0919983,Drapers' Hall,51.51500872287517,-0.08622681567011208,Event Space
53,"City of London, City of London",51.5156177,-0.0919983,Light Centre Moorgate,51.51737995846681,-0.08806487357483081,Yoga Studio
54,"City of London, City of London",51.5156177,-0.0919983,The Good Schnit,51.51337262416407,-0.09340074218376469,Sandwich Place
55,"City of London, City of London",51.5156177,-0.0919983,Planet of the Grapes,51.51246839117881,-0.09353420805588591,Wine Bar
56,"City of London, City of London",51.5156177,-0.0919983,Mint Leaf Lounge,51.51493452381513,-0.08746138288923423,Cocktail Bar
57,"City of London, City of London",51.5156177,-0.0919983,The Arbitrager,51.51490358235214,-0.08611712021676327,Pub
58,"City of London, City of London",51.5156177,-0.0919983,The Anthologist,51.51501535470732,-0.09101861992803627,Bar
59,"City of London, City of London",51.5156177,-0.0919983,Bea's of Bloomsbury,51.51338169409783,-0.09561593300398293,Tea Room
60,"City of London, City of London",51.5156177,-0.0919983,Crussh,51.517286961835076,-0.0881581631962579,Juice Bar
61,"City of London, City of London",51.5156177,-0.0919983,Barbican Conservatory,51.51985862219709,-0.093201833945014,Botanical Garden
62,"City of London, City of London",51.5156177,-0.0919983,Grind,51.51382357130653,-0.08772569937862149,Coffee Shop
63,"City of London, City of London",51.5156177,-0.0919983,Virgin Active,51.514444752021404,-0.08530229330062866,Gym / Fitness Center
64,"City of London, City of London",51.5156177,-0.0919983,Notes,51.51514527267861,-0.0874294447678001,Coffee Shop
65,"City of London, City of London",51.5156177,-0.0919983,St Paul's Churchyard,51.513353658612274,-0.09701469728499756,Park
66,"City of London, City of London",51.5156177,-0.0919983,1 Lombard Street,51.513179495111764,-0.08887232794864129,Restaurant
67,"City of London, City of London",51.5156177,-0.0919983,Christ Church Greyfriars Garden,51.51566979481579,-0.09875984044493062,Garden
68,"City of London, City of London",51.5156177,-0.0919983,Taylor St Baristas,51.51485203136788,-0.09754925966262816,Coffee Shop
69,"City of London, City of London",51.5156177,-0.0919983,Black Sheep Coffee,51.51549437665514,-0.09008280528236012,Coffee Shop
70,"City of London, City of London",51.5156177,-0.0919983,Ekte Nordic Kitchen,51.512486941437125,-0.09194009022394312,Scandinavian Restaurant
71,"City of London, City of London",51.5156177,-0.0919983,Enoteca De Luca,51.51315374130603,-0.09434704311605745,Italian Restaurant
72,"City of London, City of London",51.5156177,-0.0919983,Barbican Cinema 1,51.51947039883444,-0.09395936403069709,Indie Movie Theater
73,"City of London, City of London",51.5156177,-0.0919983,Mingo Argentine Steakhouse City of London,51.512946240035795,-0.09318492463274655,Steakhouse
74,"City of London, City of London",51.5156177,-0.0919983,Kobox,51.516844575815355,-0.0853345005044312,Boxing Gym
75,"City of London, City of London",51.5156177,-0.0919983,Bank of England Museum,51.5143412079755,-0.08755197958355468,Museum
76,"City of London, City of London",51.5156177,-0.0919983,Coco di Mama,51.517326,-0.088226,Italian Restaurant
77,"City of London, City of London",51.5156177,-0.0919983,Paul,51.5131804004972,-0.09362648546565658,Bakery
78,"City of London, City of London",51.5156177,-0.0919983,One New Change,51.513901273434854,-0.09552254550425712,Shopping Mall
79,"City of London, City of London",51.5156177,-0.0919983,Banh Mi Bay,51.512620667737586,-0.09484692689287624,Vietnamese Restaurant
80,"City of London, City of London",51.5156177,-0.0919983,Golden Gallery,51.51375640367434,-0.09828681506658918,Scenic Lookout
81,"City of London, City of London",51.5156177,-0.0919983,Notes Coffee & Wine,51.51920196046105,-0.08949557823320635,Coffee Shop
82,"City of London, City of London",51.5156177,-0.0919983,London Mithraeum Bloomberg SPACE,51.512241374386456,-0.09047627449035643,History Museum
83,"City of London, City of London",51.5156177,-0.0919983,Chilango,51.516949904989545,-0.08651476682985651,Burrito Place
84,"City of London, City of London",51.5156177,-0.0919983,wagamama,51.5119433413685,-0.09319546248287917,Asian Restaurant
85,"City of London, City of London",51.5156177,-0.0919983,Ted Baker and Friends,51.51435303861619,-0.09469623423179926,Clothing Store
86,"City of London, City of London",51.5156177,-0.0919983,Burger & Lobster,51.51426052264303,-0.08552446737910804,Seafood Restaurant
87,"City of London, City of London",51.5156177,-0.0919983,Ping Pong Bow Bells House,51.5134608608823,-0.0947306917488213,Dim Sum Restaurant
88,"City of London, City of London",51.5156177,-0.0919983,Pret A Manger,51.51334598183099,-0.09229843560844102,Sandwich Place
89,"City of London, City of London",51.5156177,-0.0919983,Pham Sushi,51.5195638203108,-0.0904632148412314,Sushi Restaurant
90,"City of London, City of London",51.5156177,-0.0919983,Fox Fine Wines,51.51746720668581,-0.08893640620041028,Wine Bar
91,"City of London, City of London",51.5156177,-0.0919983,Byron,51.513837841792125,-0.09565111763807557,Burger Joint
92,"City of London, City of London",51.5156177,-0.0919983,Sauterelle,51.5136616343734,-0.08728259612860981,French Restaurant
93,"City of London, City of London",51.5156177,-0.0919983,Hotel Chocolat,51.51430611440512,-0.09481036414507367,Chocolate Shop
94,"City of London, City of London",51.5156177,-0.0919983,Street Pizza Gordon Ramsay,51.513296,-0.094953,Pizza Place
95,"City of London, City of London",51.5156177,-0.0919983,The Don,51.51185625283148,-0.0890447957003017,French Restaurant
96,"City of London, City of London",51.5156177,-0.0919983,Girl In Kitchen,51.5170118863819,-0.08536934852600098,Café
97,"City of London, City of London",51.5156177,-0.0919983,Birley Sandwiches,51.51189090074651,-0.09066461673314352,Deli / Bodega
98,"City of London, City of London",51.5156177,-0.0919983,Coco Di Mama,51.512253,-0.087814,Coffee Shop
99,"City of London, City of London",51.5156177,-0.0919983,Nuvo,51.511675,-0.09121,Sandwich Place
100,"Abbey, Barking and Dagenham",51.5356876,0.07553043645175102,Barking Abbey,51.53535188660234,0.07605408412892296,Park
101,"Abbey, Barking and Dagenham",51.5356876,0.07553043645175102,Cristina's,51.536522763049014,0.07667182139458822,Steakhouse
102,"Abbey, Barking and Dagenham",51.5356876,0.07553043645175102,The Gym London Barking,51.53619293708999,0.07860085726238432,Gym
103,"Abbey, Barking and Dagenham",51.5356876,0.07553043645175102,Asda,51.53737031669258,0.07721503072411304,Supermarket
104,"Abbey, Barking and Dagenham",51.5356876,0.07553043645175102,Premier Inn London Barking,51.53438503038732,0.07110929306538337,Hotel
105,"Abbey, Barking and Dagenham",51.5356876,0.07553043645175102,Costa Coffee,51.53595526187492,0.07110009194288207,Coffee Shop
106,"Abbey, Barking and Dagenham",51.5356876,0.07553043645175102,Subway,51.53868821887338,0.08078813552856445,Sandwich Place
107,"Abbey, Barking and Dagenham",51.5356876,0.07553043645175102,Tesco,51.53584842800753,0.07089489106044226,Supermarket
108,"Abbey, Barking and Dagenham",51.5356876,0.07553043645175102,Tesco,51.536930896613505,0.08041146823554984,Grocery Store
109,"Abbey, Barking and Dagenham",51.5356876,0.07553043645175102,Ibis Budget,51.534825099666776,0.07066068615884977,Hotel
110,"Abbey, Barking and Dagenham",51.5356876,0.07553043645175102,Ibis Hotel,51.53362369049234,0.07174034490850055,Hotel
111,"Abbey, Barking and Dagenham",51.5356876,0.07553043645175102,Travelodge London Barking,51.53727676527283,0.07985681595387477,Hotel
112,"Abbey, Barking and Dagenham",51.5356876,0.07553043645175102,Barking Bathhouse,51.53521262390576,0.07812033253658891,Spa
113,"Abbey, Barking and Dagenham",51.5356876,0.07553043645175102,Broadway Theatre,51.53565746373889,0.07748348676060458,Theater
114,"Abbey, Barking and Dagenham",51.5356876,0.07553043645175102,McDonald's,51.53732101802417,0.07886873808405047,Fast Food Restaurant
115,"Abbey, Barking and Dagenham",51.5356876,0.07553043645175102,Galleon Cafe,51.533201280272266,0.07509620574024771,Breakfast Spot
116,"Abbey, Barking and Dagenham",51.5356876,0.07553043645175102,Etap Hotel,51.53498092291072,0.07098442370817774,Hotel
117,"Abbey, Barking and Dagenham",51.5356876,0.07553043645175102,Hewetts Quay,51.532591,0.07457,Harbor / Marina
118,"Abbey, Barking and Dagenham",51.5356876,0.07553043645175102,Regus,51.53719075585325,0.07011427714132878,Business Service
119,"Abbey, Barking and Dagenham",51.5356876,0.07553043645175102,Studio 3 Arts,51.53180096951127,0.07568120956420898,Performing Arts Venue
120,"Abbey, Barking and Dagenham",51.5356876,0.07553043645175102,Wickes,51.53782069637988,0.06990909576416016,Hardware Store
121,"Alibon, Barking and Dagenham",51.5477689,0.1476811,Lidl,51.546603,0.145483,Supermarket
122,"Alibon, Barking and Dagenham",51.5477689,0.1476811,Londis,51.547309159007504,0.1459336280822754,Convenience Store
123,"Alibon, Barking and Dagenham",51.5477689,0.1476811,Glāzītes Salejam Te,51.54534963804799,0.15148107773489367,Nightclub
124,"Becontree, Barking and Dagenham",51.5492654,0.1275378,Martins Corner,51.551866379718554,0.13051214949337125,Plaza
125,"Becontree, Barking and Dagenham",51.5492654,0.1275378,GD Stainless Steel Ltd,51.5493446,0.1334172,Construction & Landscaping
126,"Becontree, Barking and Dagenham",51.5492654,0.1275378,Castle Roofing & Conversions,51.5461318,0.1227786,Construction & Landscaping
127,"Becontree, Barking and Dagenham",51.5492654,0.1275378,Parsloes Park,51.54502708490598,0.1255983946385104,Park
128,"Chadwell Heath, Barking and Dagenham",51.567904,0.128040668887511,The Eva Hart  (Wetherspoon),51.57045972337765,0.13034238231327877,Pub
129,"Chadwell Heath, Barking and Dagenham",51.567904,0.128040668887511,Lidl,51.56946344543108,0.12255463179467313,Supermarket
130,"Chadwell Heath, Barking and Dagenham",51.567904,0.128040668887511,Chadwell Heath Railway Station (CTH),51.56809377245966,0.12883689085925687,Train Station
131,"Chadwell Heath, Barking and Dagenham",51.567904,0.128040668887511,Tesco,51.57032146844705,0.1286172866821289,Grocery Store
132,"Chadwell Heath, Barking and Dagenham",51.567904,0.128040668887511,Indian Fusion,51.569717,0.1302148,Indian Restaurant
133,"Chadwell Heath, Barking and Dagenham",51.567904,0.128040668887511,Platform 3,51.570257451949026,0.12703532217978294,Platform
134,"Chadwell Heath, Barking and Dagenham",51.567904,0.128040668887511,Anytime Fitness,51.56653303960415,0.1331002009527428,Gym
135,"Chadwell Heath, Barking and Dagenham",51.567904,0.128040668887511,Smyths Toys,51.56958697790866,0.12214486509399726,Toy / Game Store
136,"Eastbrook, Barking and Dagenham",51.5515648,0.161543067788463,BP,51.54975148,0.16245549,Gas Station
137,"Eastbrook, Barking and Dagenham",51.5515648,0.161543067788463,The Eastbrook,51.551642427803614,0.16159004265889917,Pub
138,"Eastbrook, Barking and Dagenham",51.5515648,0.161543067788463,Gold's Gym,51.549724330749775,0.16140460968017578,Gym
139,"Eastbrook, Barking and Dagenham",51.5515648,0.161543067788463,The London Borough of Barking & Dagenham Stadium,51.547614906935046,0.1601251511624696,Soccer Stadium
140,"Eastbrook, Barking and Dagenham",51.5515648,0.161543067788463,Dagenham Football Stadium,51.54749823832241,0.1600627116932892,Soccer Field
141,"Eastbrook, Barking and Dagenham",51.5515648,0.161543067788463,Dagenham and Redbridge Football Ground clubhouse,51.54744095330506,0.16038675174178416,Soccer Field
142,"Eastbury, Barking and Dagenham",51.5344736,0.0993936,Eastbury Manor House,51.53297332776458,0.09974108063850086,History Museum
143,"Eastbury, Barking and Dagenham",51.5344736,0.0993936,Portugalia,51.5337316681369,0.10019823956648498,Portuguese Restaurant
144,"Eastbury, Barking and Dagenham",51.5344736,0.0993936,Kwik-Fit Barking,51.53399791,0.10429272,Auto Workshop
145,"Eastbury, Barking and Dagenham",51.5344736,0.0993936,Upney London Underground Station,51.5382974072982,0.10062442080791656,Metro Station
146,"Gascoigne, Barking and Dagenham",51.5322827,0.0812505,Barking Abbey,51.53535188660234,0.07605408412892296,Park
147,"Gascoigne, Barking and Dagenham",51.5322827,0.0812505,The Gym London Barking,51.53619293708999,0.07860085726238432,Gym
148,"Gascoigne, Barking and Dagenham",51.5322827,0.0812505,Lidl,51.53340162081918,0.08492383763262355,Supermarket
149,"Gascoigne, Barking and Dagenham",51.5322827,0.0812505,Studio 3 Arts,51.53180096951127,0.07568120956420898,Performing Arts Venue
150,"Gascoigne, Barking and Dagenham",51.5322827,0.0812505,Barking Bathhouse,51.53521262390576,0.07812033253658891,Spa
151,"Goresbrook, Barking and Dagenham",51.5384788,0.142746558805175,"Hedgeman's Road, Goresbrook Park",51.539722964703614,0.1391690402101457,Bus Station
152,"Goresbrook, Barking and Dagenham",51.5384788,0.142746558805175,Tesco,51.541627613623795,0.14783853039760422,Grocery Store
153,"Goresbrook, Barking and Dagenham",51.5384788,0.142746558805175,Dagenham Heathway London Underground Station,51.541584551612516,0.1467454093989167,Metro Station
154,"Heath, Barking and Dagenham",51.5610299,0.1478793,Lara Grill,51.56244523211052,0.14717817306518552,Turkish Restaurant
155,"Heath, Barking and Dagenham",51.5610299,0.1478793,Iceland,51.560578167590656,0.14768507524076793,Grocery Store
156,"Heath, Barking and Dagenham",51.5610299,0.1478793,Shell,51.56041501,0.14836371,Gas Station
157,"Heath, Barking and Dagenham",51.5610299,0.1478793,Beacontree Heath Leisure Centre,51.560996632647786,0.14893167876739952,Gym / Fitness Center
158,"Heath, Barking and Dagenham",51.5610299,0.1478793,Morrisons Becontree Heath,51.55977394731491,0.148752363274208,Supermarket
159,"Heath, Barking and Dagenham",51.5610299,0.1478793,Dagenham Swimming Pool,51.560945616266956,0.15005446022483504,Pool
160,"Heath, Barking and Dagenham",51.5610299,0.1478793,Becontree Heath Bus Station,51.56106458275284,0.15099763870239258,Bus Station
161,"Heath, Barking and Dagenham",51.5610299,0.1478793,Robert Clack Leisure Centre,51.56080801587019,0.15270422665309488,Martial Arts Dojo
162,"Heath, Barking and Dagenham",51.5610299,0.1478793,New China Gold,51.56126923817566,0.1418388553714533,Chinese Restaurant
163,"Longbridge, Barking and Dagenham",51.5398513,0.0820356,Nando's,51.53965459130261,0.08182801881372569,Portuguese Restaurant
164,"Longbridge, Barking and Dagenham",51.5398513,0.0820356,The Gym London Barking,51.53619293708999,0.07860085726238432,Gym
165,"Longbridge, Barking and Dagenham",51.5398513,0.0820356,Subway,51.53868821887338,0.08078813552856445,Sandwich Place
166,"Longbridge, Barking and Dagenham",51.5398513,0.0820356,Costa coffee,51.539272,0.081341,Coffee Shop
167,"Longbridge, Barking and Dagenham",51.5398513,0.0820356,Boots,51.538888414023596,0.08072376251220703,Pharmacy
168,"Longbridge, Barking and Dagenham",51.5398513,0.0820356,Domino's Pizza,51.54000874374971,0.08278727061123228,Pizza Place
169,"Longbridge, Barking and Dagenham",51.5398513,0.0820356,Asda,51.53737031669258,0.07721503072411304,Supermarket
170,"Longbridge, Barking and Dagenham",51.5398513,0.0820356,Barking Dog (Wetherspoon),51.539659491513284,0.08158271943139075,Pub
171,"Longbridge, Barking and Dagenham",51.5398513,0.0820356,Tesco,51.536930896613505,0.08041146823554984,Grocery Store
172,"Longbridge, Barking and Dagenham",51.5398513,0.0820356,Tesco,51.53963731776434,0.08476022791546511,Grocery Store
173,"Longbridge, Barking and Dagenham",51.5398513,0.0820356,KFC,51.53912411879885,0.08095525452166503,Fast Food Restaurant
174,"Longbridge, Barking and Dagenham",51.5398513,0.0820356,Travelodge London Barking,51.53727676527283,0.07985681595387477,Hotel
175,"Longbridge, Barking and Dagenham",51.5398513,0.0820356,Barking First Choice Superstore,51.539734590327505,0.0798622714604675,Grocery Store
176,"Longbridge, Barking and Dagenham",51.5398513,0.0820356,McDonald's,51.53732101802417,0.07886873808405047,Fast Food Restaurant
177,"Longbridge, Barking and Dagenham",51.5398513,0.0820356,Arboretum Place,51.5368114157624,0.08009613931770165,Plaza
178,"Mayesbrook, Barking and Dagenham",51.548306649999994,0.110794964306884,Mayesbrook Park,51.549841775595425,0.10854435429266397,Park
179,"Mayesbrook, Barking and Dagenham",51.548306649999994,0.110794964306884,Lidl,51.551807919074434,0.11353680402527876,Supermarket
180,"Mayesbrook, Barking and Dagenham",51.548306649999994,0.110794964306884,Barking Fc,51.54675854757737,0.11337984693919188,Soccer Field
181,"Mayesbrook, Barking and Dagenham",51.548306649999994,0.110794964306884,Barking Sporthouse and Gym,51.54585101523505,0.111580777277146,Recreation Center
182,"Mayesbrook, Barking and Dagenham",51.548306649999994,0.110794964306884,Oak Tree Cafe,51.54686946306989,0.11496974526483511,Café
183,"Mayesbrook, Barking and Dagenham",51.548306649999994,0.110794964306884,Tfl Bus Stop UB,51.551731229696664,0.11226627638482585,Bus Stop
184,"Mayesbrook, Barking and Dagenham",51.548306649999994,0.110794964306884,Absolutely Fabulous Tanning,51.551631582882074,0.11503681727175306,Cosmetics Shop
185,"Parsloes, Barking and Dagenham",51.544383249999996,0.134418813533029,Lloydspharmacy,51.54609,0.1389,Pharmacy
186,"River, Barking and Dagenham",51.5541171,0.150504342619943,Tesco,51.551562999999,0.1527614,Grocery Store
187,"River, Barking and Dagenham",51.5541171,0.150504342619943,Connor Road Bus Stop,51.55434500995539,0.1471624940367656,Bus Stop
188,"River, Barking and Dagenham",51.5541171,0.150504342619943,Oglethorpe Road Bus Stop,51.55522110655892,0.14713600190870976,Bus Stop
189,"River, Barking and Dagenham",51.5541171,0.150504342619943,Five Elms Off Licence,51.55387813098594,0.14553138587030215,Liquor Store
190,"Thames, Barking and Dagenham",51.5286041,0.10436260000000001,Marcantonio Foods,51.52503441,0.103232,Food & Drink Shop
191,"Thames, Barking and Dagenham",51.5286041,0.10436260000000001,Brothers Cafe,51.525135,0.100838,Café
192,"Thames, Barking and Dagenham",51.5286041,0.10436260000000001,East London Gymnasium,51.530010287320344,0.11115941161342001,Gym
193,"Valence, Barking and Dagenham",51.5582494,0.134450020370382,Valence House Museum,51.557982982279185,0.13406753540039062,History Museum
194,"Valence, Barking and Dagenham",51.5582494,0.134450020370382,Valence Park,51.557062463714196,0.13655662536621094,Park
195,"Valence, Barking and Dagenham",51.5582494,0.134450020370382,Royal British Legion Becontree,51.55949,0.13649,Bar
196,"Valence, Barking and Dagenham",51.5582494,0.134450020370382,Green Lane,51.56151953765417,0.12988071469487947,Outdoors & Recreation
197,"Village, Barking and Dagenham",51.5541171,0.150504342619943,Tesco,51.551562999999,0.1527614,Grocery Store
198,"Village, Barking and Dagenham",51.5541171,0.150504342619943,Connor Road Bus Stop,51.55434500995539,0.1471624940367656,Bus Stop
199,"Village, Barking and Dagenham",51.5541171,0.150504342619943,Oglethorpe Road Bus Stop,51.55522110655892,0.14713600190870976,Bus Stop
200,"Village, Barking and Dagenham",51.5541171,0.150504342619943,Five Elms Off Licence,51.55387813098594,0.14553138587030215,Liquor Store
201,"Whalebone, Barking and Dagenham",51.5678134,0.14477509999999996,Asda,51.56597775244122,0.1434657578255817,Supermarket
202,"Whalebone, Barking and Dagenham",51.5678134,0.14477509999999996,Computer Talk LTD,51.56812660545402,0.14337541907486728,Electronics Store
203,"Whalebone, Barking and Dagenham",51.5678134,0.14477509999999996,Cherry Roofing Bedford,51.57020379999999,0.14173379999999725,Construction & Landscaping
204,"Whalebone, Barking and Dagenham",51.5678134,0.14477509999999996,McDonald's,51.56540631638256,0.1453844743537867,Fast Food Restaurant
205,"Brunswick Park, Barnet",51.6262191,-0.1481899,The Atrium,51.62472636190746,-0.15193313586616436,Café
206,"Brunswick Park, Barnet",51.6262191,-0.1481899,Beaconsfield Road (BF),51.622827,-0.151466,Bus Stop
207,"Brunswick Park, Barnet",51.6262191,-0.1481899,Brunswick Park,51.63033094928006,-0.14799718217212357,Park
208,"Burnt Oak, Barnet",51.6049875,-0.2644503,Costa Coffee,51.60155131648915,-0.2682950177031971,Coffee Shop
209,"Burnt Oak, Barnet",51.6049875,-0.2644503,Greggs,51.60734773669587,-0.26594842484701176,Bakery
210,"Burnt Oak, Barnet",51.6049875,-0.2644503,Iceland,51.60450363127009,-0.27093173441183327,Grocery Store
211,"Burnt Oak, Barnet",51.6049875,-0.2644503,Zam's Chicken,51.603278200187034,-0.26316582766902347,Fried Chicken Joint
212,"Burnt Oak, Barnet",51.6049875,-0.2644503,Burnt Oak London Underground Station,51.602850732672565,-0.26403676483942495,Metro Station
213,"Burnt Oak, Barnet",51.6049875,-0.2644503,Watling Avenue Bus Stop K,51.601105,-0.2666582,Bus Stop
214,"Childs Hill, Barnet",51.5629822,-0.1972494,Co-Op,51.56312,-0.19729356,Grocery Store
215,"Childs Hill, Barnet",51.5629822,-0.1972494,The Frenchie,51.56508754425789,-0.1973406449258422,Food Truck
216,"Childs Hill, Barnet",51.5629822,-0.1972494,Costa Coffee,51.56096845033903,-0.1968976987601018,Coffee Shop
217,"Childs Hill, Barnet",51.5629822,-0.1972494,Cricklewood Lane (S) Bus Stop,51.56108450026968,-0.2036553781677551,Bus Stop
218,"Colindale, Barnet",51.5954319,-0.249986304632227,Spaccanapoli,51.595570845919646,-0.2515214681625366,Pizza Place
219,"Colindale, Barnet",51.5954319,-0.249986304632227,Puregym Colindale,51.59532407371156,-0.2505561206880791,Gym / Fitness Center
220,"Colindale, Barnet",51.5954319,-0.249986304632227,Chandos Arms,51.59321260558929,-0.25526992877520616,Pub
221,"Colindale, Barnet",51.5954319,-0.249986304632227,Colindale Park,51.593882006078886,-0.24850837959093042,Park
222,"Colindale, Barnet",51.5954319,-0.249986304632227,Co-op Food,51.594942,-0.250178,Grocery Store
223,"Colindale, Barnet",51.5954319,-0.249986304632227,Sainsbury's Local,51.59705782297433,-0.2449096275520049,Grocery Store
224,"Colindale, Barnet",51.5954319,-0.249986304632227,Costa Coffee,51.594834,-0.250539,Coffee Shop
225,"Colindale, Barnet",51.5954319,-0.249986304632227,Sainsbury's Local,51.59537511,-0.25062551,Convenience Store
226,"Colindale, Barnet",51.5954319,-0.249986304632227,Jun Ming Xuan,51.59540907272143,-0.24293487307076825,Chinese Restaurant
227,"Colindale, Barnet",51.5954319,-0.249986304632227,Colindale Local,51.596188068638874,-0.24757862091064453,Convenience Store
